entity,example,intent,norm
SLIPPER,슬리퍼,ACCESSORY-TYPE-WITH,슬리퍼
SLIPPER,쪼리,ACCESSORY-TYPE-WITH,슬리퍼
SLIPPER,플리플랍,ACCESSORY-TYPE-WITH,슬리퍼
SLIPPER,플립플랍,ACCESSORY-TYPE-WITH,슬리퍼
SANDAL,샌들,ACCESSORY-TYPE-WITH,샌들
SANDAL,샌달,ACCESSORY-TYPE-WITH,샌들
PLATSHOES,플랫슈즈,ACCESSORY-TYPE-WITH,플랫슈즈
PLATSHOES,단화,ACCESSORY-TYPE-WITH,플랫슈즈
HEEL,펌프스,ACCESSORY-TYPE-WITH,힐
HEEL,구두,ACCESSORY-TYPE-WITH,힐
HEEL,힐,ACCESSORY-TYPE-WITH,힐
HEEL,하이힐,ACCESSORY-TYPE-WITH,힐
SHOES,신발,ACCESSORY-TYPE-WITH,신발
SHOES,신,ACCESSORY-TYPE-WITH,신발
SHOES,슈즈,ACCESSORY-TYPE-WITH,신발
BAG,가방,ACCESSORY-TYPE-WITH,가방
BAG,백,ACCESSORY-TYPE-WITH,가방
BAG,빽,ACCESSORY-TYPE-WITH,가방
HAIRACC,삔,ACCESSORY-TYPE-WITH,핀
HAIRACC,핀,ACCESSORY-TYPE-WITH,핀
HAIRACC,머리띠,ACCESSORY-TYPE-WITH,핀
HAIRACC,헤어밴드,ACCESSORY-TYPE-WITH,핀
HAIRACC,머리끈,ACCESSORY-TYPE-WITH,핀
HAIRACC,곱창끈,ACCESSORY-TYPE-WITH,핀
HAIRACC,곱창밴드,ACCESSORY-TYPE-WITH,핀
HAIRACC,집게핀,ACCESSORY-TYPE-WITH,핀
HAIRACC,집게삔,ACCESSORY-TYPE-WITH,핀
ANKLET,발찌,ACCESSORY-TYPE-WITH,발찌
BRACELET,팔찌,ACCESSORY-TYPE-WITH,팔찌
NECKLACE,목걸이,ACCESSORY-TYPE-WITH,목걸이
NECKLACE,초커,ACCESSORY-TYPE-WITH,목걸이
NECKLACE,네크리스,ACCESSORY-TYPE-WITH,목걸이
EARRINGS,이어링,ACCESSORY-TYPE-WITH,귀걸이
EARRINGS,피어싱,ACCESSORY-TYPE-WITH,귀걸이
EARRINGS,귀걸이,ACCESSORY-TYPE-WITH,귀걸이
EARRINGS,귀찌,ACCESSORY-TYPE-WITH,귀걸이
EARRINGS,이어커프,ACCESSORY-TYPE-WITH,귀걸이
RING,반지,ACCESSORY-TYPE-WITH,반지
ACCESSORY,악세사리,ACCESSORY-TYPE-WITH,액세서리
ACCESSORY,액세서리,ACCESSORY-TYPE-WITH,액세서리
PK-TSHIRT,피케 티셔츠,MATCH-UP-TYPE-WITH,카라 티
PK-TSHIRT,피케 티,MATCH-UP-TYPE-WITH,카라 티
PK-TSHIRT,카라 티셔츠,MATCH-UP-TYPE-WITH,카라 티
PK-TSHIRT,카라 티,MATCH-UP-TYPE-WITH,카라 티
SLEEVELESS,민소매,MATCH-UP-TYPE-WITH,민소매
SLEEVELESS,나시,MATCH-UP-TYPE-WITH,민소매
SLEEVELESS,끈나시,MATCH-UP-TYPE-WITH,민소매
SLEEVELESS,슬리브리스,MATCH-UP-TYPE-WITH,민소매
TSHIRT,티셔츠,MATCH-UP-TYPE-WITH,티셔츠
TSHIRT,티,MATCH-UP-TYPE-WITH,티셔츠
TSHIRT,t셔츠,MATCH-UP-TYPE-WITH,티셔츠
TSHIRT,T - 셔츠,MATCH-UP-TYPE-WITH,티셔츠
L-TSHIRT,긴팔 티셔츠,MATCH-UP-TYPE-WITH,긴팔 티셔츠
L-TSHIRT,긴팔 티,MATCH-UP-TYPE-WITH,긴팔 티셔츠
HOOD,후드티,MATCH-UP-TYPE-WITH,후드티
HOOD,후드,MATCH-UP-TYPE-WITH,후드티
HOOD,후디,MATCH-UP-TYPE-WITH,후드티
HOOD,hoody,MATCH-UP-TYPE-WITH,후드티
HOOD,후드티셔츠,MATCH-UP-TYPE-WITH,후드티
S-TSHIRT,반팔 티셔츠,MATCH-UP-TYPE-WITH,반팔 티셔츠
S-TSHIRT,반팔 티,MATCH-UP-TYPE-WITH,반팔 티셔츠
SHIRT,셔츠,MATCH-UP-TYPE-WITH,셔츠
SHIRT,블라우스,MATCH-UP-TYPE-WITH,셔츠
SHIRT,남방,MATCH-UP-TYPE-WITH,셔츠
MTM,맨투맨,MATCH-UP-TYPE-WITH,맨투맨
MTM,맨투맨티,MATCH-UP-TYPE-WITH,맨투맨
MTM,멘투멘,MATCH-UP-TYPE-WITH,맨투맨
MTM,멘투멘티,MATCH-UP-TYPE-WITH,맨투맨
MTM,M 2 M,MATCH-UP-TYPE-WITH,맨투맨
MTM,스웨트셔츠,MATCH-UP-TYPE-WITH,맨투맨
KNIT,니트,MATCH-UP-TYPE-WITH,니트
KNIT,스웨터,MATCH-UP-TYPE-WITH,니트
L-PADDING,롱패딩,MATCH-UP-TYPE-WITH,롱패딩
S-PADDING,숏패딩,MATCH-UP-TYPE-WITH,숏패딩
DENIMJK,데님 자킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,데님 재킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,데님 자켓,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,데님 쟈켓,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,데님 쟈킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,청 자킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,청 재킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,청 자켓,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,청 쟈켓,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,청 쟈킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,진 자킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,진 재킷,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,진 자켓,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,진 쟈켓,MATCH-UP-TYPE-WITH,데님 자켓
DENIMJK,진 쟈킷,MATCH-UP-TYPE-WITH,데님 자켓
COACHJK,나일론 자킷,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,나일론 재킷,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,나일론 자켓,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,나일론 쟈켓,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,나일론 쟈킷,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,코치 자킷,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,코치 재킷,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,코치 자켓,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,코치 쟈켓,MATCH-UP-TYPE-WITH,나일론 자켓
COACHJK,코치 쟈킷,MATCH-UP-TYPE-WITH,나일론 자켓
SAFARIJK,사파리 자킷,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,사파리 재킷,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,사파리 자켓,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,사파리 쟈켓,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,사파리 쟈킷,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,헌팅 자킷,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,헌팅 재킷,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,헌팅 자켓,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,헌팅 쟈켓,MATCH-UP-TYPE-WITH,사파리 자켓
SAFARIJK,헌팅 쟈킷,MATCH-UP-TYPE-WITH,사파리 자켓
PADDINGVT,패딩 조끼,MATCH-UP-TYPE-WITH,패딩 조끼
PADDINGVT,패딩 베스트,MATCH-UP-TYPE-WITH,패딩 조끼
PADDINGVT,패딩 쪼끼,MATCH-UP-TYPE-WITH,패딩 조끼
PADDINGVT,패쪼,MATCH-UP-TYPE-WITH,패딩 조끼
WINTER-DOBCT,겨울 더블 코트,MATCH-UP-TYPE-WITH,겨울 싱글 코트
WINTER-SINGCT,겨울 싱글 코트,MATCH-UP-TYPE-WITH,겨울 싱글 코트
SEASONSCT,트렌치코트,MATCH-UP-TYPE-WITH,트렌치코트
SEASONSCT,바바리,MATCH-UP-TYPE-WITH,트렌치코트
SEASONSCT,바바리코트,MATCH-UP-TYPE-WITH,트렌치코트
STADIUMJK,스타디움 자킷,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스타디움 재킷,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스타디움 자켓,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스타디움 쟈켓,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스타디움 쟈킷,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스태디움 자킷,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스태디움 재킷,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스태디움 자켓,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스태디움 쟈켓,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,스태디움 쟈킷,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,야구잠바,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,야구점퍼,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,과잠바,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,과점퍼,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,야잠,MATCH-UP-TYPE-WITH,스타디움 자켓
STADIUMJK,과잠,MATCH-UP-TYPE-WITH,스타디움 자켓
TRAININGJK,트레이닝 자킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,트레이닝 재킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,트레이닝 자켓,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,트레이닝 쟈켓,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,트레이닝 쟈킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,트레이닝 상의,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,추리닝 자킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,추리닝 재킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,추리닝 자켓,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,추리닝 쟈켓,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,추리닝 쟈킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,추리닝 상의,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,츄리닝 자킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,츄리닝 재킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,츄리닝 자켓,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,츄리닝 쟈켓,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,츄리닝 쟈킷,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,츄리닝 상의,MATCH-UP-TYPE-WITH,트레이닝 자켓
TRAININGJK,바람막이,MATCH-UP-TYPE-WITH,트레이닝 자켓
FLEECEJK,양털 후리스,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 후리스 자킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 후리스 재킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 후리스 자켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 후리스 쟈켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 후리스 쟈킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 플리스,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 플리스 자킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 플리스 재킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 플리스 자켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 플리스 쟈켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 플리스 쟈킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 뽀글이,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 뽀글이 자킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 뽀글이 재킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 뽀글이 자켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 뽀글이 쟈켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,양털 뽀글이 쟈킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,후리스,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,후리스 자킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,후리스 재킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,후리스 자켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,후리스 쟈켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,후리스 쟈킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,플리스,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,플리스 자킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,플리스 재킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,플리스 자켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,플리스 쟈켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,플리스 쟈킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,뽀글이,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,뽀글이 자킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,뽀글이 재킷,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,뽀글이 자켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,뽀글이 쟈켓,MATCH-UP-TYPE-WITH,후리스
FLEECEJK,뽀글이 쟈킷,MATCH-UP-TYPE-WITH,후리스
ANORAKJK,아노락,MATCH-UP-TYPE-WITH,아노락
ANORAKJK,아노락 자킷,MATCH-UP-TYPE-WITH,아노락
ANORAKJK,아노락 재킷,MATCH-UP-TYPE-WITH,아노락
ANORAKJK,아노락 자켓,MATCH-UP-TYPE-WITH,아노락
ANORAKJK,아노락 쟈켓,MATCH-UP-TYPE-WITH,아노락
ANORAKJK,아노락 쟈킷,MATCH-UP-TYPE-WITH,아노락
SUIT,블레이저,MATCH-UP-TYPE-WITH,슈트
SUIT,블레이저 자킷,MATCH-UP-TYPE-WITH,슈트
SUIT,블레이저 재킷,MATCH-UP-TYPE-WITH,슈트
SUIT,블레이저 자켓,MATCH-UP-TYPE-WITH,슈트
SUIT,블레이저 쟈켓,MATCH-UP-TYPE-WITH,슈트
SUIT,블레이저 쟈킷,MATCH-UP-TYPE-WITH,슈트
SUIT,블래이저,MATCH-UP-TYPE-WITH,슈트
SUIT,블래이저 자킷,MATCH-UP-TYPE-WITH,슈트
SUIT,블래이저 재킷,MATCH-UP-TYPE-WITH,슈트
SUIT,블래이저 자켓,MATCH-UP-TYPE-WITH,슈트
SUIT,블래이저 쟈켓,MATCH-UP-TYPE-WITH,슈트
SUIT,블래이저 쟈킷,MATCH-UP-TYPE-WITH,슈트
SUIT,슈트,MATCH-UP-TYPE-WITH,슈트
SUIT,슈트 자킷,MATCH-UP-TYPE-WITH,슈트
SUIT,슈트 재킷,MATCH-UP-TYPE-WITH,슈트
SUIT,슈트 자켓,MATCH-UP-TYPE-WITH,슈트
SUIT,슈트 쟈켓,MATCH-UP-TYPE-WITH,슈트
SUIT,슈트 쟈킷,MATCH-UP-TYPE-WITH,슈트
SUIT,수트,MATCH-UP-TYPE-WITH,슈트
SUIT,수트 자킷,MATCH-UP-TYPE-WITH,슈트
SUIT,수트 재킷,MATCH-UP-TYPE-WITH,슈트
SUIT,수트 자켓,MATCH-UP-TYPE-WITH,슈트
SUIT,수트 쟈켓,MATCH-UP-TYPE-WITH,슈트
SUIT,수트 쟈킷,MATCH-UP-TYPE-WITH,슈트
SUIT,마이,MATCH-UP-TYPE-WITH,슈트
SUIT,투피스,MATCH-UP-TYPE-WITH,슈트
SUIT,셋업,MATCH-UP-TYPE-WITH,슈트
SUIT,정장,MATCH-UP-TYPE-WITH,슈트
SUIT,세트,MATCH-UP-TYPE-WITH,슈트
SUIT,정장세트,MATCH-UP-TYPE-WITH,슈트
TRUCKERJK,트럭커 자킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트럭커 재킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트럭커 자켓,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트럭커 쟈켓,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트럭커 쟈킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트러커 자킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트러커 재킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트러커 자켓,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트러커 쟈켓,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,트러커 쟈킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,필드 자킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,필드 재킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,필드 자켓,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,필드 쟈켓,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,필드 쟈킷,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,야상,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,야상자켓,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,야상잠바,MATCH-UP-TYPE-WITH,트럭커 자켓
TRUCKERJK,야상점퍼,MATCH-UP-TYPE-WITH,트럭커 자켓
MUSTANG,모피,MATCH-UP-TYPE-WITH,무스탕
MUSTANG,퍼,MATCH-UP-TYPE-WITH,무스탕
MUSTANG,무스탕,MATCH-UP-TYPE-WITH,무스탕
MUSTANG,모피코트,MATCH-UP-TYPE-WITH,무스탕
LEATHERJK,가죽 자킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,가죽 재킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,가죽 자켓,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,가죽 쟈켓,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,가죽 쟈킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,레더 자킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,레더 재킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,레더 자켓,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,레더 쟈켓,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,레더 쟈킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,라이더 자킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,라이더 재킷,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,라이더 자켓,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,라이더 쟈켓,MATCH-UP-TYPE-WITH,가죽 자켓
LEATHERJK,라이더 쟈킷,MATCH-UP-TYPE-WITH,가죽 자켓
BLOUSON,블루종,MATCH-UP-TYPE-WITH,블루종
BLOUSON,항공점퍼,MATCH-UP-TYPE-WITH,블루종
BLOUSON,항공잠바,MATCH-UP-TYPE-WITH,블루종
BLOUSON,MA 1,MATCH-UP-TYPE-WITH,블루종
BLOUSON,MA - 1,MATCH-UP-TYPE-WITH,블루종
HOODZIPUP,후드집업,MATCH-UP-TYPE-WITH,후드집업
HOODZIPUP,집업,MATCH-UP-TYPE-WITH,후드집업
VEST,조끼,MATCH-UP-TYPE-WITH,조끼
VEST,베스트,MATCH-UP-TYPE-WITH,조끼
CARDIGAN,가디건,MATCH-UP-TYPE-WITH,가디건
CARDIGAN,카디건,MATCH-UP-TYPE-WITH,가디건
COAT,코트,MATCH-UP-TYPE-WITH,코트
PADDING,패딩,MATCH-UP-TYPE-WITH,패딩
JACKET,자킷,MATCH-UP-TYPE-WITH,자켓
JACKET,재킷,MATCH-UP-TYPE-WITH,자켓
JACKET,자켓,MATCH-UP-TYPE-WITH,자켓
JACKET,쟈켓,MATCH-UP-TYPE-WITH,자켓
JACKET,쟈킷,MATCH-UP-TYPE-WITH,자켓
OUTER,아우터,MATCH-UP-TYPE-WITH,아우터
OUTER,외투,MATCH-UP-TYPE-WITH,아우터
OUTER,코트,MATCH-UP-TYPE-WITH,아우터
DELIVERY-GOOD,괜찮은 배송의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,괜찮은 택배의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,괜찮은 배달의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,괜찮은 배송속도의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,알맞은 배송의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,알맞은 택배의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,알맞은 배달의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,알맞은 배송속도의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,무난한 배송의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,무난한 택배의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,무난한 배달의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,무난한 배송속도의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,딱좋은 배송의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,딱좋은 택배의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,딱좋은 배달의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,딱좋은 배송속도의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,안 늦는 배송의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,안 늦는 택배의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,안 늦는 배달의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,안 늦는 배송속도의,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 괜찮은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 알맞은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 무난한,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 딱좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 안 늦는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 빠른,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 빨리 오는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 빨리 보내주는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 빨리 도착하는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 늦지 않는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 초스피드인,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 총알 같은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송 좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 괜찮은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 알맞은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 무난한,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 딱좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 안 늦는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 빠른,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 빨리 오는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 빨리 보내주는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 빨리 도착하는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 늦지 않는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 초스피드인,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 총알 같은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,택배 좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 괜찮은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 알맞은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 무난한,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 딱좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 안 늦는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 빠른,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 빨리 오는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 빨리 보내주는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 빨리 도착하는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 늦지 않는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 초스피드인,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 총알 같은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배달 좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 괜찮은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 알맞은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 무난한,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 딱좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 안 늦는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 빠른,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 빨리 오는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 빨리 보내주는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 빨리 도착하는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 늦지 않는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 초스피드인,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 총알 같은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송속도 좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송이 괜찮은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송이 알맞은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송이 무난한,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송이 딱좋은,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송이 안 늦는,FEATURE-GOOD,괜찮은 배송의
DELIVERY-GOOD,배송이 빠른,FEATURE-GOOD,괜찮은 배송의
